id,area,priority,phase,evidence,work,acceptance,effort_risk,dependencies,source_references
D08,Tessellation and mesh production,P2,4,H,Support incremental LOD and cancellation of obsolete display work at an explicit preview API boundary.,"Measure time-to-first-visible and final-quality latency; stale jobs cannot replace a newer mesh, and preview output remains clearly approximate.",L/high,D01; W05,https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/operations/src/tessellate/solid.rs#L331; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/operations/src/tessellate/solid.rs#L913; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/math/src/cdt/constraints.rs#L8; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/operations/src/tessellate/nurbs.rs#L31; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/operations/src/tessellate/mesh_ops.rs#L28
D09,Tessellation and mesh production,P2,4,H,Reuse a compatible final mesh for multiple exports and render consumers instead of rebuilding it per format.,"Cache keys include body revision and quality; verify format-specific normals, winding, units, attributes and invalidation.",M/medium,D01; D02,https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/operations/src/tessellate/solid.rs#L331; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/operations/src/tessellate/solid.rs#L913; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/math/src/cdt/constraints.rs#L8; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/operations/src/tessellate/nurbs.rs#L31; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/operations/src/tessellate/mesh_ops.rs#L28
D10,Tessellation and mesh production,P3,7,S,Evaluate the existing GPU analytic mesher for supported display workloads and measured CPU-to-GPU transfer costs.,"Use graphics output only within declared quality; keep native/WASM CPU paths, supported-device matrix and geometric deviation checks.",L/high,M07; R05,https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/operations/src/tessellate/solid.rs#L331; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/operations/src/tessellate/solid.rs#L913; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/math/src/cdt/constraints.rs#L8; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/operations/src/tessellate/nurbs.rs#L31; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/operations/src/tessellate/mesh_ops.rs#L28
V01,"Validation, mass properties and measurement",P1,2,M,"Prepare trim loops, projected boundaries and quadrature/evaluator data once per face per operation, then reuse across volume/area/inertia/validation.","Measure the hammer-holder benchmark and analytic/cavity fixtures; preserve periodic UV branches, trim orientation and compensated/local-origin arithmetic.",M/high,M04; M07,https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/check/src/properties/face_integrator.rs#L97; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/check/src/properties/mod.rs#L149; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/check/src/validate/mod.rs#L50; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/operations/src/measure/volume.rs#L2916; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/io/benches/nurbs_properties.rs#L24
V02,"Validation, mass properties and measurement",P1,4,S,Cache face property contributions and recombine only changed faces using construction history.,"Repeated measurements become proportional to changes; compare against full recomputation after every supported edit/undo, including inner shells and face reversals.",L/high,Q02; V01,https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/check/src/properties/face_integrator.rs#L97; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/check/src/properties/mod.rs#L149; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/check/src/validate/mod.rs#L50; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/operations/src/measure/volume.rs#L2916; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/io/benches/nurbs_properties.rs#L24
V03,"Validation, mass properties and measurement",P1,3,S,"Deduplicate repeated validation of the same immutable result within a transaction, using an explicit validation certificate keyed to all relevant policies.",Instrument each validator invocation; preserve full required checks at trust boundaries and invalidate certificates on any change or rollback.,L/high,T01; Q02; M04,https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/check/src/properties/face_integrator.rs#L97; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/check/src/properties/mod.rs#L149; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/check/src/validate/mod.rs#L50; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/operations/src/measure/volume.rs#L2916; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/io/benches/nurbs_properties.rs#L24
V04,"Validation, mass properties and measurement",P2,2,S,"Share topological indexes among edge-use, shell, Euler, orientation and finite-geometry checks rather than rebuilding traversals per check.","Measure allocations and entity visits on large valid and malformed bodies; identical diagnostic severities, entity IDs and acceptance are required.",M/medium,Q01; M04,https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/check/src/properties/face_integrator.rs#L97; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/check/src/properties/mod.rs#L149; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/check/src/validate/mod.rs#L50; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/operations/src/measure/volume.rs#L2916; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/io/benches/nurbs_properties.rs#L24
V05,"Validation, mass properties and measurement",P2,5,H,Specialize additional qualified analytic property integrals and reuse shared moment evaluation across requested outputs.,"Closed-form independent oracles, thin walls, trimmed holes and translated models pass; do not infer full primitive volume from its carrier alone.",M/high,M07,https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/check/src/properties/face_integrator.rs#L97; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/check/src/properties/mod.rs#L149; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/check/src/validate/mod.rs#L50; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/operations/src/measure/volume.rs#L2916; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/io/benches/nurbs_properties.rs#L24
V06,"Validation, mass properties and measurement",P2,6,H,Parallelize independent face integrations and validation work using deterministic reduction and stable diagnostics.,"Compare p95 and reduction error across thread counts, especially cavity cancellation and large translations; retain serial thresholds.",M/high,V01; P01,https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/check/src/properties/face_integrator.rs#L97; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/check/src/properties/mod.rs#L149; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/check/src/validate/mod.rs#L50; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/operations/src/measure/volume.rs#L2916; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/io/benches/nurbs_properties.rs#L24
V07,"Validation, mass properties and measurement",P2,5,S,Accelerate hidden-line/visibility and repeated measurement requests with prepared classification and batched query APIs.,"Measure sample-point count, context rebuilds and end-to-end drawing time; preserve silhouette/visibility semantics and declared approximation.",M/high,Q01,https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/check/src/properties/face_integrator.rs#L97; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/check/src/properties/mod.rs#L149; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/check/src/validate/mod.rs#L50; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/operations/src/measure/volume.rs#L2916; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/io/benches/nurbs_properties.rs#L24
H01,Healing and sewing,P1,1,S,Spatially index vertex merging in native healing and the operations wrapper; both contain pairwise vertex loops.,"Count distance checks and runtime over 1k/10k/100k vertices; preserve canonical representative, tolerance policy and nontransitive-nearness behavior.",M/high,M04; M06,https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/heal/src/fix/solid.rs#L32; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/heal/src/upgrade/shell_sewing.rs#L215; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/operations/src/heal.rs#L530; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/heal/src/upgrade/unify_same_domain.rs#L37
H02,Healing and sewing,P1,2,S,Index free-edge sewing by endpoint neighborhoods and curve signatures before exact compatibility checks.,"Sparse free-edge candidates scale with local contacts; preserve ambiguity refusals, coedge/pcurve lineage and cases with several eligible partners.",M/high,Q05; M04,https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/heal/src/fix/solid.rs#L32; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/heal/src/upgrade/shell_sewing.rs#L215; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/operations/src/heal.rs#L530; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/heal/src/upgrade/unify_same_domain.rs#L37
H03,Healing and sewing,P2,2,S,Bucket duplicate-face candidates by conservative geometry/topology descriptors before the current pairwise comparison.,"Verify reversed wires, holes, aliases and genuinely distinct coincident faces; descriptors only select candidates and cannot establish equivalence alone.",M/high,Q05; M04,https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/heal/src/fix/solid.rs#L32; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/heal/src/upgrade/shell_sewing.rs#L215; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/operations/src/heal.rs#L530; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/heal/src/upgrade/unify_same_domain.rs#L37
H04,Healing and sewing,P2,5,H,Make healing pipelines process dirty entities and reuse analysis findings when intervening steps do not invalidate them.,"Track scans and repeated repairs; preserve final validation, repair disclosure, tolerance limits and complete construction history.",L/high,Q02; V04,https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/heal/src/fix/solid.rs#L32; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/heal/src/upgrade/shell_sewing.rs#L215; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/operations/src/heal.rs#L530; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/heal/src/upgrade/unify_same_domain.rs#L37
H05,Healing and sewing,P2,1,S,Retain and expand unify_faces scaling guards; the former per-group whole-edge-map rescan has already been fixed.,Reproduce current many-group prism/STL baselines and investigate only remaining hot paths; do not recreate an already-merged optimization ticket.,S/low,M04; M06,https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/heal/src/fix/solid.rs#L32; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/heal/src/upgrade/shell_sewing.rs#L215; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/operations/src/heal.rs#L530; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/heal/src/upgrade/unify_same_domain.rs#L37
H06,Healing and sewing,P2,5,H,"Profile SameParameter, curve/surface recognition, small-edge/wire repair and unification at multiple model sizes.",Reuse projections and analytic tests only on matching revisions; no performance gain may come from deleting legitimate small features or loosening repair tolerances.,M/high,M07; Q01,https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/heal/src/fix/solid.rs#L32; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/heal/src/upgrade/shell_sewing.rs#L215; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/operations/src/heal.rs#L530; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/heal/src/upgrade/unify_same_domain.rs#L37
S01,Sketch solver,P1,0,S,"Add sketch benchmarks for drag updates, large sparse systems, independent components, redundant constraints and inconsistent systems.","Record solve/diagnostic time, Jacobian dimensions, iterations, rank, residuals and allocations at 10/100/1000/10000 parameters where supported.",M/low,M01; M06,https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/sketch/src/gcs/system.rs#L343; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/sketch/src/gcs/solver.rs#L32; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/sketch/src/gcs/qr.rs#L35; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/sketch/src/gcs/dof.rs#L23
S02,Sketch solver,P2,5,S,Split the constraint graph into independent connected components before dense solving.,"Time depends on component sizes rather than total unrelated parameters; preserve DOF, rank, conflict classification and all coupled constraints.",L/high,S01; M07,https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/sketch/src/gcs/system.rs#L343; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/sketch/src/gcs/solver.rs#L32; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/sketch/src/gcs/qr.rs#L35; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/sketch/src/gcs/dof.rs#L23
S03,Sketch solver,P2,1,S,Reuse residual/Jacobian/QR/step workspaces and avoid per-iteration cloning/reallocation where ownership permits.,"Allocation count per iteration drops; solver convergence, step acceptance, failed-solve rollback and diagnostics remain equivalent.",M/medium,S01; M05,https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/sketch/src/gcs/system.rs#L343; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/sketch/src/gcs/solver.rs#L32; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/sketch/src/gcs/qr.rs#L35; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/sketch/src/gcs/dof.rs#L23
S04,Sketch solver,P2,5,S,"Evaluate sparse Jacobian assembly and rank-revealing sparse solving for large coupled sketches, with the existing dense solver as the small-system baseline.",Use sparse and dense adversarial matrices; preserve rank/DOF and ill-conditioned behavior; review new numerical dependencies explicitly.,XL/high,S02; S03,https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/sketch/src/gcs/system.rs#L343; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/sketch/src/gcs/solver.rs#L32; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/sketch/src/gcs/qr.rs#L35; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/sketch/src/gcs/dof.rs#L23
S05,Sketch solver,P2,5,H,Cache structural sparsity/parameter maps and warm-start related drag solves; factorization reuse requires an unchanged or explicitly updated Jacobian.,Measure interactive traces including topology/constraint changes; do not reuse stale numeric factors merely because the graph is unchanged.,L/high,S02; S03,https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/sketch/src/gcs/system.rs#L343; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/sketch/src/gcs/solver.rs#L32; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/sketch/src/gcs/qr.rs#L35; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/sketch/src/gcs/dof.rs#L23
S06,Sketch solver,P2,5,S,"Share final residual/Jacobian work between solve_detailed, DOF and diagnostics when evaluated at the same iterate.","Reduce duplicated computation without changing restored state, per-constraint residuals or error classifications.",M/high,S01; S03,https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/sketch/src/gcs/system.rs#L343; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/sketch/src/gcs/solver.rs#L32; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/sketch/src/gcs/qr.rs#L35; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/sketch/src/gcs/dof.rs#L23
O01,"Blends, offsets and other modeling operations",P2,5,S,Reuse support evaluations and derivative/Jacobian work inside blend correctors; tune continuation from measured iteration/retry counts.,"Benchmark curved/variable-radius stations and whole fillets, not just the planar walker fixture; preserve G1 contact, radius and stopping conditions.",M/high,M07; N04,https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/blend/src/walker.rs#L268; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/blend/src/analytic.rs#L108; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/offset/src/inter3d.rs#L24; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/offset/src/move_faces.rs#L113; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/operations/src/sweep.rs#L40; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/operations/src/query.rs#L141
O02,"Blends, offsets and other modeling operations",P2,5,H,Prioritize additional certified analytic blend/offset cases by actual walker and fallback cost.,Independent radius/material/volume checks and transformed-scale fixtures pass; general supports remain typed refusals until qualified.,L/high,M07,https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/blend/src/walker.rs#L268; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/blend/src/analytic.rs#L108; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/offset/src/inter3d.rs#L24; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/offset/src/move_faces.rs#L113; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/operations/src/sweep.rs#L40; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/operations/src/query.rs#L141
O03,"Blends, offsets and other modeling operations",P2,5,S,"Reuse adjacent-support intersections, projected trim curves and vertex planning in offsets/re-limitation; current inter3d is already adjacency-based.","Measure local edit cost on a large body; preserve pcurve authority, winding, tolerance composition and construction mappings.",L/high,Q01; M07,https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/blend/src/walker.rs#L268; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/blend/src/analytic.rs#L108; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/offset/src/inter3d.rs#L24; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/offset/src/move_faces.rs#L113; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/operations/src/sweep.rs#L40; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/operations/src/query.rs#L141
O04,"Blends, offsets and other modeling operations",P2,5,S,"Reuse sweep frames, arc-length maps, profile sampling and compatible loft factorization; avoid reconstructing shared profile geometry.","Benchmark long paths and many sections, including twists/kinks/holes; preserve parameterization, continuity and exact analytic lowering.",M/high,M07; N06,https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/blend/src/walker.rs#L268; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/blend/src/analytic.rs#L108; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/offset/src/inter3d.rs#L24; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/offset/src/move_faces.rs#L113; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/operations/src/sweep.rs#L40; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/operations/src/query.rs#L141
O05,"Blends, offsets and other modeling operations",P2,5,H,Use assembly instances and delayed topology materialization for repeated transforms/pattern display where the API can express shared geometry.,Measure 10k instances versus copied solids; retain identity/attributes and explicitly materialize when booleans or exact export require independent topology.,XL/high,T04; Q08,https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/blend/src/walker.rs#L268; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/blend/src/analytic.rs#L108; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/offset/src/inter3d.rs#L24; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/offset/src/move_faces.rs#L113; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/operations/src/sweep.rs#L40; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/operations/src/query.rs#L141
O06,"Blends, offsets and other modeling operations",P2,2,S,Cache feature-recognition/selection adjacency and bucket opposing planar faces by normal/position before polygon overlap tests.,"Measure repeated selection on many-face solids; retain holes, blend exclusions, tolerance-aware pairing and ambiguous matches.",M/high,Q02; M07,https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/blend/src/walker.rs#L268; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/blend/src/analytic.rs#L108; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/offset/src/inter3d.rs#L24; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/offset/src/move_faces.rs#L113; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/operations/src/sweep.rs#L40; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/operations/src/query.rs#L141
O07,"Blends, offsets and other modeling operations",P2,5,S,"Plan local direct edits and resize-blend operations against an affected neighborhood, minimizing copied surfaces and repeated trial rebuilds.","Count touched versus total entities; preserve transactional refusal, contact dependencies and total lineage across zero-radius removal and topology changes.",L/high,T01; Q02; M07,https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/blend/src/walker.rs#L268; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/blend/src/analytic.rs#L108; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/offset/src/inter3d.rs#L24; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/offset/src/move_faces.rs#L113; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/operations/src/sweep.rs#L40; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/operations/src/query.rs#L141
I01,"Import, export and serialization",P1,5,S,"Profile STEP lexical scanning, string ownership, attribute reparsing, reference lookup, topology construction and validation separately; prototype borrowed spans/typed parsed attributes.","Measure peak memory and time on large repeated entities/NURBS; preserve units, multiple contexts, escapes, malformed references and preallocation limits.",L/high,M04; M05; M07,https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/io/src/step/reader.rs#L346; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/io/src/arena_io.rs#L768; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/wasm-io/src/lib.rs#L171; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/io/src/threemf/writer.rs#L93; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/io/src/gltf/writer.rs#L22
I02,"Import, export and serialization",P1,3,S,Use staged import/document construction to avoid full existing-document snapshots for a qualified atomic append.,Import cost should follow new content rather than unrelated prior models; malformed/post-allocation refusal restores all state and handle safety.,L/high,T01; T03,https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/io/src/step/reader.rs#L346; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/io/src/arena_io.rs#L768; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/wasm-io/src/lib.rs#L171; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/io/src/threemf/writer.rs#L93; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/io/src/gltf/writer.rs#L22
I03,"Import, export and serialization",P2,5,S,Serialize through borrowed views or streaming writers to avoid cloning an owned arena dump before JSON encoding.,"Measure allocations, peak bytes and output time; preserve current schema versions, ordering, aliases, exact floats, attributes and round-trip compatibility.",M/high,M05; M07,https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/io/src/step/reader.rs#L346; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/io/src/arena_io.rs#L768; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/wasm-io/src/lib.rs#L171; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/io/src/threemf/writer.rs#L93; https://github.com/esaueng/remus/blob/ca91b956cdde99f78f048dd32b656b559ad14e7d/crates/io/src/gltf/writer.rs#L22
